,Ticker,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,sharesOutstanding,bookValue,sharesShort,sharesPercentSharesOut,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,lastSplitDate,lastSplitFactor,earningsQuarterlyGrowth,dateShortInterest,pegRatio,forwardPE,maxAge,shortPercentOfFloat,sharesShortPriorMonth,eps,Market Cap,PE,NI,EBIT
150,DXC,0.854,0.06057,4.118,-0.4207303,9.21,268271008,43.687,5533170,0.020599999,1553990400,0.88302004,1222000000,4.474,0.032832503,1.1506855,0.00373,1617148800,1553990400,3.99,2019/4/15,267467294,1.87967,17722255360,2,2018/6/1,1000/1156,-0.511,1557878400,0.69,5.4581976,1,0.0196,5116274,4.47399976,13485983744,11.236031,1257000000,1880000000
151,EA,4.925,0.20586,21.164,-0.30303252,5.12,296649984,17.883,8985090,0.030199999,1553990400,0.96669,1019000000,3.33,0.032832503,5.340827,0.00514,1617148800,1553990400,1.73,2019/4/15,295575748,1.230868,24380364800,2,2003/11/18,1月2日,-0.656,1557878400,2.24,18.654297,1,0.0298,7746790,3.329999847,28333039616,28.681683,1019000000,1010000000
152,EBAY,3.536,0.24433,12.484,-0.073598504,3.07,871526976,5.939,22374442,0.0257,1546214400,0.88007003,2641999872,2.74,0.032832503,6.4185886,0.0529,1609372800,1553990400,2.31,2019/4/15,823305790,1.421536,38224994304,2,2015/7/20,1000/2376,0.273,1557878400,1.11,12.416938,1,0.027,23334076,2.74000015,33222606848,13.912408,2530000000,2308000000
153,ECL,4.419,0.10055,20.68,0.3678596,6.63,288241984,28.52,4643691,0.0161,1546214400,0.88338995,1478300032,5.05,0.032832503,7.0017533,0.00492,1609372800,1553990400,4.71,2019/4/15,256062796,0.650785,64967127040,2,2003/6/9,1月2日,0.199,1557878400,2.27,30.119156,1,0.0184,4638307,5.050000288,57559044096,39.542572,1429100000,2162900000
154,ED,3.995,0.11035,12.728,0.23700798,4.56,332902016,53.116,6471595,0.0198,1546214400,0.61379004,1378000000,4.368,0.032832503,1.6422547,0.00168,1609372800,1553990400,2.79,2019/4/15,326697312,0.221785,49880121344,2,1989/7/3,1月2日,-0.009,1557878400,5.71,19.129387,1,0.0202,8073812,4.367999583,29039044608,19.97024,1382000000,2363000000
155,EFX,5.461,-0.10228,27.076,0.046046257,6.12,120824000,21.206,3311642,0.0274,1546214400,0.88671994,-347000000,-2.879,0.032832503,6.140244,0.00444,1609372800,1553990400,3.55,2019/4/15,120048296,1.418142,18525358080,2,1995/12/18,1月2日,,1557878400,6.95,21.276146,1,0.0306,4849485,,15732494336,,299800000,428400000
156,EIX,3.16,-0.028099999,10.468,0.06277573,4.69,325811008,32.307,4688602,0.014400001,1546214400,0.89549005,-397000000,-1.115,0.032832503,1.8841118,0.00062,1609372800,1553990400,2.51,2019/4/15,325527750,-0.014128,40815812608,2,1993/6/22,1月2日,0.275,1557878400,2.37,12.978678,1,0.0156,4078399,,19832115200,,-423000000,2195000000
157,EL,4.429,0.12452,20.722,0.14066434,5.78,222072000,12.682,5769558,0.0159,1530316800,0.91839,1814000000,4.881,0.032832503,14.037218,0.0114,1593475200,1553990400,3.48,2019/4/15,219729023,0.692471,64526782464,2,2012/1/23,1月2日,0.492,1557878400,2.72,30.799307,1,0.025999999,6775123,4.881000056,64420630528,36.472034,1108000000,2258000000
158,EMN,1.657,0.100659996,8.079,-0.34798902,9.42,138579008,42.164,2772638,0.02,1546214400,0.85564005,999000000,7.052,0.032832503,1.7116497,0.00431,1609372800,1553990400,2.38,2019/4/15,137855212,1.074145,16439811072,2,2011/10/4,1月2日,-0.279,1557878400,1.11,7.6613584,1,0.0224,2829560,7.052000811,10001247232,10.233975,1080000000,1533000000
159,EMR,2.445,0.12812,11.882,-0.12981689,4.04,614620032,13.868,5748368,0.0093,1538265600,0.74199,2313999872,3.677,0.032832503,4.660369,0.00637,1601424000,1553990400,2,2019/4/15,610844402,1.461761,44163891200,2,2006/12/12,1月2日,0.079,1557878400,2.13,15.997524,1,0.0093,7840105,3.677000196,39722889216,17.576828,2203000000,2906000000
160,EOG,3.124,0.19415002,6.701,-0.28311163,6.6,580324992,34.298,11846057,0.020399999,1546214400,0.89239,3415877120,5.89,0.032832503,2.4841096,0.00469,1609372800,1553990400,3.06,2019/4/15,578148398,1.517186,54970834944,2,2014/4/1,1月2日,-0.005,1557878400,1.17,12.909091,1,0.020499999,12923349,5.8900001,49443688448,14.465195,3419040000,4343805000
161,EQIX,10.11,0.080579996,22.832,0.23592997,7.91,84070000,100.215,1004036,0.0119,1546214400,0.96075994,420543008,5.21,0.032832503,5.049344,0.00493,1609372800,1553990400,2.45,2019/4/15,83632873,0.707601,52765581312,2,2002/12/31,Jan-32,0.877,1557878400,3.39,63.972187,1,0.0137,1173638,5.210000219,42541101056,97.124756,365359000,1005783000
162,EQR,14.963,0.21100001,23.377,0.21767652,1.44,370462016,27.019,4600219,0.0124,1546214400,0.94066,547174976,1.478,0.032832503,2.8805656,0.01883,1609372800,1553990400,4.01,2019/4/15,364951658,0.516048,39022301184,2,2001/10/12,1月2日,-0.506,1557878400,21.11,54.04861,1,0.0159,4826802,1.478000046,29911238656,52.658997,657535000,859262000
163,ES,4.616,0.12501,15.062,0.44316256,3.67,321100992,36.671,4603855,0.014500001,1546214400,0.76264,1072131968,3.37,0.032832503,2.0730276,0.00385,1609372800,1553990400,3.35,2019/4/15,316959508,0.268656,39583023104,2,2013/4/30,1月2日,0.145,1557878400,3.61,20.713896,1,0.0163,5656115,3.370000075,24410095616,22.557863,1033000000,1753030000
164,ESS,17.605,0.28993,26.182,0.23984456,5.63,65716600,94.213,714068,0.0109,1546214400,0.98801005,418092992,6.329,0.032832503,3.1419232,0.02184,1609372800,1553990400,2.46,2019/4/15,64325988,0.313975,25387913216,2,-,,0.307,1557878400,6.45,52.577267,1,0.0149,767202,6.328999711,20133388288,46.770424,390153000,499660000
165,ETFC,4.467,0.36536,,-0.28566998,4.63,242684000,25.107,4204714,0.0172,1546214400,0.96046996,1051000000,4.089,0.032832503,1.8576492,0.00263,1609372800,1553990400,1.73,2019/4/15,241926515,1.227902,13387011072,2,2010/6/2,10月1日,0.174,1557878400,1.11,10.073434,1,0.0195,2709965,4.089000282,11318781952,11.406211,1052000000,0
166,ETN,1.896,0.10059,10.515,-0.0214082,6.27,423100000,38.367,9538866,0.0225,1546214400,0.80377,2179000064,5.043,0.032832503,2.0674016,0.00248,1609372800,1553990400,4.4,2019/4/15,421949168,1.455327,41069748224,2,2011/3/1,1月2日,0.07,1557878400,1.65,12.650718,1,0.0225,8409838,5.043000288,33560291328,15.728732,2145000000,2972000000
167,ETR,3.48,0.08906999,13.844,0.32281387,5.5,198375008,47.233,7629927,0.0402,1546214400,0.91220003,970436992,5.215,0.032832503,2.113988,0.00263,1609372800,1553990400,5.59,2019/4/15,189345276,0.151301,37913911296,2,-,,0.917,1557878400,-3.95,18.154545,1,0.045500003,7153289,5.215000064,19807744000,19.146692,848661000,1140686000
168,EVRG,4.939,0.11748,13.118,0.17277491,3.15,244098000,38.486,4499578,0.0184,1546214400,0.86367,574800000,2.375,0.032832503,1.5548512,0.00504,1609372800,1553990400,2.76,2019/4/15,243495552,0.07041,24165576704,2,1987/5/22,1月2日,0.645,1557878400,3.25,18.996824,1,,4390575,2.37499995,14606824448,25.19579,535800000,955300000
169,EW,9.952,0.20029,31.716,0.25664866,5.85,208502000,16.543,2266516,0.0109,1546214400,0,765299968,3.598,0.032832503,11.196881,0.039389998,1609372800,1553990400,1.73,2019/4/15,207152598,0.964951,38027878400,2,2015/12/14,1月2日,0.209,1557878400,2.93,31.663248,1,0.012300001,2432489,3.598000108,38620823552,51.481377,722200000,1072600000
170,EXC,2.434,0.0652,9.135,0.25093913,3.16,970955008,32.295,12211253,0.0126,1546214400,0.81638,2332000000,2.401,0.032832503,1.5349126,0.0024,1609372800,1553990400,2.3,2019/4/15,969313965,0.408701,87078199296,2,2004/5/6,1月2日,0.55,1557878400,11.65,15.686708,1,0.0126,14910251,2.401000157,48130240512,20.645563,2010000000,4559000000
171,EXPD,1.402,0.07493,13.778,-0.058151662,3.76,171996000,12.376,6234689,0.036199998,1546214400,0.98344004,622206016,3.522,0.032832503,5.955074,0.00639,1609372800,1553990400,5.61,2019/4/15,170886528,1.051524,11639943168,2,2006/6/26,1月2日,0.03,1557878400,4.99,19.601063,1,0.0417,5334477,3.522000076,12676104192,20.92561,618199000,796563000
172,EXPE,1.761,0.03885,15.301,-0.008251131,8.15,135960000,27.451,12673877,0.085200004,1546214400,0.89087,440000000,2.905,0.032832503,4.4351754,0.12978,1609372800,1553990400,6.81,2019/4/15,110998631,0.864631,19937822720,2,2011/12/21,2月1日,,1557878400,1.29,14.938651,1,0.1069,13347601,2.90499994,18111531008,41.9105,406000000,783000000
173,EXR,15.688,0.34122002,23.395,0.118741035,3.2,127454000,18.715,6849479,0.0537,1546214400,1.00552,421091008,3.314,0.032832503,5.8306174,0.03129,1609372800,1553990400,7.62,2019/4/15,123480924,0.196604,19392372736,2,-,,0.074,1557878400,5.94,34.1,1,0.0763,7422209,3.313999644,14552461312,32.92698,415289000,603348000
174,F,1.084,0.019450001,13.639,-0.1886949,1.4,3918690048,9.123,105687481,0.026500002,1546214400,0.07606,3087000064,0.777,0.032832503,1.0764003,0.23798999,1609372800,1553990400,2.32,2019/4/15,3912707247,0.96606,1.72E+11,2,2000/8/3,1月1日,-0.34,1557878400,-0.89,7.0142856,1,0.0297,103313276,0.777000039,39177379840,12.638352,3677000000,4419000000
175,FANG,8.354,0.27184,11.839,-0.14767641,12.32,164672000,83.668,5307419,0.0322,1546214400,1.00905,692672000,5.701,0.032832503,1.1665152,0.00523,1609372800,1553990400,2.56,2019/4/15,163458571,1.197683,21287497728,2,-,,-0.939,1557878400,0.46,7.922078,1,0.036199998,5331242,5.701000514,16071987200,17.119802,845672000,1148918000
176,FAST,3.734,0.15165,16.293,0.22104454,3.07,572630016,4.187,38915660,0.068,1546214400,0.88431,771699968,1.345,0.032832503,7.795558,0.00246,1609372800,1553990400,8.04,2019/4/15,570528095,1.6964,18998833152,2,2019/5/23,1月2日,0.114,1557878400,1.18,10.631922,1,0.077199996,44448718,1.34500011,18690643968,24.267656,751900000,998700000
177,FB,7.749,0.33168998,16.635,-0.09496707,9.32,2402540032,30.293,20732691,0.0073,1546214400,0.74771005,19552999424,6.738,0.032832503,5.7709703,0.0143,1609372800,1553990400,1.15,2019/4/15,2379130727,1.328352,4.57E+11,2,-,,-0.513,1557878400,1.47,18.757513,1,0.0087,18530892,6.737999841,4.99E+11,25.945385,22112000000,24913000000
178,FBHS,1.744,0.07184,11.096,-0.10083014,4.04,139880992,16.053,6473409,0.0463,1546214400,0.89878,399300000,2.781,0.032832503,3.2822526,0.00689,1609372800,1553990400,3.6,2019/4/15,138855392,1.744021,9693298688,2,-,,0.129,1557878400,1.69,13.042079,1,0.051599998,4119726,2.780999875,7370329088,18.946423,389600000,705200000
179,FCX,1.952,0.11059,6.454,-0.431006,0.93,1450630016,6.742,37321076,0.0257,1546214400,0.72372,1940999936,1.328,0.032832503,1.5737169,0.00543,1609372800,1553990400,1.6,2019/4/15,1400442596,1.702288,34260068352,2,2011/2/2,1月2日,-0.955,1557878400,2.52,11.408602,1,0.029000001,33999549,1.327999972,15391183872,7.989458,2602000000,4608000000
180,FDX,0.82,0.05254,6.456,-0.39680117,16.76,260575008,76.347,4767631,0.0183,1527724800,0.7275,3631000064,13.587,0.032832503,2.119795,0.05943,1590883200,1551312000,2.66,2019/4/15,240322753,1.837529,56719998976,2,1999/5/7,1月2日,-0.644,1557878400,1.26,9.656324,1,0.0195,3946318,13.58699987,42171457536,11.911386,4572000000,5248000000
181,FE,3.834,0.026500002,11.248,0.3054291,2.49,531441984,13.004,24133191,0.0454,1546214400,0,980000000,0.164,0.032832503,3.308213,0.04241,1609372800,1553990400,6.79,2019/4/15,500172244,0.262148,43259277312,2,2003/4/4,3月1日,-0.766,1557878400,-2.5,17.27711,1,0.0645,25612314,0.163999996,22862635008,262.31708,1348000000,2386000000
182,FFIV,3.223,0.22913,10.469,-0.2063412,10.96,59695200,24.582,4136947,0.069299996,1538265600,1.05443,502616000,8.236,0.032832503,5.801399,0.00501,1601424000,1553990400,6.81,2019/4/15,59532268,0.887069,7069224960,2,2007/8/21,1月2日,0.059,1557878400,3.63,13.011861,1,0.077199996,4613363,8.23599971,8513132544,17.315445,453689000,609325000
183,FIS,5.794,0.096499994,20.244,0.15756655,8.13,323630016,30.638,27992127,0.0865,1546214400,0.92285,812000000,2.463,0.032832503,3.9914484,0.00564,1609372800,1553990400,7.84,2019/4/15,321513881,0.654938,48748670976,2,-,,-0.187,1557878400,1.72,15.041821,1,0.086899996,19542017,2.462999966,39576715264,49.650833,846000000,1553000000
184,FISV,6.971,0.16805,21.625,0.1944629,3.85,392440000,6.102,47649152,0.121400006,1546214400,0.91117996,989000000,2.424,0.032832503,14.844313,0.00308,1609372800,1553990400,11.13,2019/4/15,391666732,0.859062,41022550016,2,2018/3/20,1月2日,-0.468,1557878400,2.03,23.527273,1,0.156,44322541,2.423999792,35547217920,37.36799,1187000000,1526000000
185,FITB,5.445,0.32604998,,-0.14608532,3.1,727153024,24.771,22603369,0.0308,1546214400,0.84891,2168999936,3.209,0.032832503,1.0907917,0.00325,1609372800,1553990400,3.16,2019/4/15,732293146,1.368008,37856579584,2,2000/7/17,2月3日,0.106,1557878400,1.62,8.716129,1,0.039100002,36030500,3.208999831,19647674368,8.420069,2193000000,0
186,FL,0.881,0.068569995,7.838,-0.2725392,5.67,112311000,23.05,11791760,0.105,1549065600,0,548000000,4.787,0.032832503,1.7913233,0.22855,1612224000,1556928000,4.53,2019/4/15,112188414,1.53491,7042820096,2,1990/6/1,1月2日,0.042,1557878400,1.12,7.282187,1,0.118999995,10652468,4.787000505,4637321216,8.625443,541000000,728000000
187,FLIR,4.147,0.17126,17.474,-0.07549232,2.62,135420992,14.054,2700349,0.0199,1546214400,0.96677,304977984,2.184,0.032832503,3.6815143,0.00688,1609372800,1553990400,2.62,2019/4/15,134310688,1.602099,7384485888,2,2007/12/11,1月2日,0.575,1557878400,0.96,19.748093,1,0.0226,2519865,2.183999925,7006682112,23.690477,282425000,340517000
188,FLS,1.975,0.04255,15.554,0.16469753,2.54,131138000,12.894,5141870,0.0392,1546214400,1.0674601,161788992,1.23,0.032832503,3.8327904,0.0027,1609372800,1553990400,4.65,2019/4/15,130935114,1.849874,7509844480,2,2013/6/24,1月3日,2.781,1557878400,1.2,19.456692,1,0.0587,4712118,1.230000055,6480839680,40.17886,119671000,350123000
189,FLT,10.471,0.32741,18.95,0.27700806,13.49,86193400,40.968,1892487,0.022,1546214400,0.97056997,808652992,8.873,0.032832503,6.498243,0.01509,1609372800,1553990400,3.91,2019/4/15,84824651,1.019974,25860233216,2,-,,-0.016,1557878400,1.34,19.73462,1,0.0251,2013282,8.873000309,22946406400,30.00338,811483000,1099398000
190,FMC,2.889,0.09364,10.677,0.047026277,6.64,131658000,20.971,2696092,0.020499999,1546214400,0.95375,621200000,3.34,0.032832503,3.8114538,0.00827,1609372800,1553990400,2.06,2019/4/15,121537219,1.127556,13901913088,2,2019/3/4,1000/1153,-0.193,1557878400,0.6,12.037651,1,0.0232,3211226,3.339999822,10523423744,23.931139,502100000,1136300000
191,FOX,2.216,0.14303,9.603,-0.15631258,2.35,266174000,13.86,2597950,0.0042,1530316800,0.06768,1612000000,2.598,0.032832503,2.4343436,0.35298002,1593475200,1553990400,1.34,2019/4/15,480329809,,24978282496,2,2013/7/2,1月1日,0.158,1557878400,2.72,14.357449,1,0.0431,5401850,2.597999802,21053659136,12.986914,2187000000,2206000000
192,FOXA,2.235,0.14303,9.682,-0.15250444,2.55,354351008,13.86,10315696,0.0166,1530316800,0.87891,1612000000,2.598,0.032832503,2.455267,0.01413,1593475200,1553990400,1.6,2019/4/15,480329809,,25183055872,2,2013/7/2,1月1日,0.158,1557878400,-4.09,13.345098,1,0.0294,9691214,2.598000166,21028567040,13.0985365,2187000000,2206000000
193,FRC,7.867,0.28861,,-0.03697145,5.92,167539008,48.425,10086317,0.060300004,1546214400,1.12158,823046016,4.94,0.032832503,2.0419204,0.00978,1609372800,1553990400,9.23,2019/4/15,165862410,1.055684,24023519232,2,-,,0.138,1557878400,1.67,16.702702,1,,11694509,4.940000329,16566256640,20.016193,853828000,0
194,FRT,14.771,0.26233,22.997,0.091977715,3.2,74906000,29.774,2156535,0.028800001,1546214400,0.9743,231864992,3.15,0.032832503,4.404514,0.00836,1609372800,1553990400,4.87,2019/4/15,74283528,0.630018,13558891520,2,1985/11/6,2月3日,-0.018,1557878400,6.47,40.98125,1,0.0396,2460461,3.150000154,9910958080,41.631744,241907000,346323000
195,FTI,0.832,-0.16172001,7.346,-0.3122145,1.58,447232992,23.071,12050687,0.0269,1546214400,0,-1995800064,-4.392,0.032832503,0.9847861,0.26549,1609372800,1553990400,3.08,2019/4/15,421103179,1.330174,10269465600,2,2017/1/17,1月2日,-0.78,1557878400,0.64,14.379746,1,0.0269,10057275,,10161133568,,-1921600000,950100000
196,FTNT,5.784,0.18636999,35.274,0.16711462,2.39,170760992,6.199,7090485,0.041500002,1546214400,0.77107,349400000,2.006,0.032832503,12.047105,0.1712,1609372800,1553990400,3.81,2019/4/15,146037891,1.390455,10843148288,2,2011/6/2,1月2日,0.413,1557878400,2.37,31.24686,1,0.056900002,9139737,2.006000111,12752431104,37.228313,332200000,231000000
197,FTV,4.379,0.42985,20.024,0.007655978,4.01,335099008,20.45,7785949,0.0232,1546214400,0.87714,816099968,7.961,0.032832503,3.8591685,0.12254,1609372800,1553817600,5.68,2019/4/15,294207219,1.226243,28697999360,2,-,,-0.371,1557878400,1.7,19.680796,1,0.0315,7537763,7.961000379,26446012416,9.913327,2913800000,1207100000
198,GD,1.698,0.086789995,11.969,-0.13748139,13.02,288184992,42.452,2308737,0.008,1546214400,0.87819,3304000000,11.093,0.032832503,4.084378,0.05962,1609372800,1553990400,1.59,2019/4/15,277839225,1.503274,64394555392,2,2006/3/27,1月2日,-0.068,1557878400,1.71,13.3172035,1,0.0099,2642105,11.0930006,49968394240,15.630577,3345000000,4483000000
199,GE,1.677,-0.14548,13.006,-0.257568,0.75,8720809984,4.031,105559965,0.0121,1546214400,0.58638,-20384000000,-2.082,0.032832503,2.493178,0.00159,1609372800,1553990400,1.59,2019/4/15,8708860493,0.904494,2.03E+11,2,2019/2/26,100/104,,1557878400,2.13,13.400001,1,0.012200001,126651407,,87644143616,,-22355000000,8085000000
200,GILD,3.643,0.26398,7.718,-0.09021306,6.93,1271549952,17.23,13943383,0.011,1546214400,0.82641,5891999744,4.532,0.032832503,3.837493,0.00702,1609372800,1553990400,1.93,2019/4/15,1268871692,1.137136,81309097984,2,2013/1/28,1月2日,0.284,1557878400,2.96,9.541126,1,0.0109,13810419,4.532000053,84074889216,14.589585,5455000000,9020000000
201,GIS,2.794,0.09262,12.791,0.16636658,3.3,598790976,11.578,18790172,0.031400003,1527379200,0.71167,1536899968,2.556,0.032832503,4.434272,0.00304,1590537600,1550966400,6.01,2019/4/15,596982333,0.902462,46365245440,2,2010/6/9,1月2日,-0.525,1557878400,3.09,15.557576,1,0.031600002,20398848,2.555999871,30741927936,20.086073,2131000000,2734200000
202,GLW,2.71,0.18566,10.54,0.060332894,2.23,784753984,14.459,13787661,0.0176,1546214400,0.73623,2056000000,2.276,0.032832503,2.1398437,0.00276,1609372800,1553990400,2.89,2019/4/15,782274408,1.149083,31440783360,2,2000/10/4,1月3日,,1557878400,1.11,13.874439,1,0.0176,15075228,2.275999934,24280289280,13.594025,1066000000,1593000000
203,GM,0.994,0.06257,12.14,-0.20869559,6.24,1418390016,29.118,18596195,0.013099999,1546214400,0.78816,9002999808,6.289,0.032832503,1.2366921,0.07298,1609372800,1553990400,2.03,2019/4/15,1243873801,1.143496,1.45E+11,2,-,,1.062,1557878400,0.36,5.7708335,1,0.013099999,18524392,6.289000623,51076222976,5.72587,8014000000,6733000000
204,GOOG,4.499,0.19711,15.16,-0.05659336,53.74,348264000,264.071,1723153,0.0027,1546214400,0.69945997,27992000512,39.862,0.032832503,4.091248,0.00016,1609372800,1553990400,1.09,2019/4/15,602867444,1.140548,6.39E+11,2,2015/4/27,1月1日,-0.292,1557878400,1.56,20.103832,1,,1651481,39.86199907,7.51E+11,27.103006,30736000000,31392000000
205,GOOGL,4.51,0.19711,15.198,-0.063572645,53.59,299436000,264.071,2264251,0.0033,1546214400,0.81038004,27992000512,39.862,0.032832503,4.1002607,0.00162,1609372800,1553990400,1.11,2019/4/15,602867444,1.180102,6.40E+11,2,2014/4/3,1000/1998,-0.292,1557878400,1.57,20.204515,1,0.0076,1571305,39.86199905,7.51E+11,27.162712,30736000000,31392000000
206,GPC,1.006,0.04205,13.429,0.073122144,6.14,146064000,24.311,3286750,0.0225,1546214400,0.77817,794147968,5.391,0.032832503,4.1943974,0.028800001,1609372800,1553990400,3.28,2019/4/15,143180609,0.832421,19006386176,2,1997/4/15,2月3日,-0.092,1557878400,3.89,16.607492,1,0.026300002,3156487,5.390999458,14894146560,18.91486,810474000,1166200000
207,GPN,8.813,0.13692,21.962,0.37730038,7.05,156688992,25.144,2840167,0.018099999,1546214400,1.01972,472995008,2.981,0.032832503,6.381244,0.00706,1609372800,1553990400,3.15,2019/4/15,156267569,0.976793,30442917888,2,2015/11/3,1月2日,0.229,1557878400,1.55,22.758863,1,0.0229,3003473,2.981000003,25140748288,53.82422,452053000,793155000
208,GPS,0.815,0.06459,7.271,-0.4439695,2.54,377972000,9.447,26581067,0.070300005,1549065600,0.60048,1066000000,2.775,0.032832503,1.9201863,0.35939997,1612224000,1556928000,5.92,2019/4/15,262822490,0.835379,13444860928,2,1999/6/22,2月3日,0.384,1557878400,1.62,7.141732,1,0.123,28319801,2.77500027,6856411648,6.5369363,1003000000,1374000000
209,GRMN,4.032,0.20716,15.508,0.2680694,3.91,189847008,22.73,3661356,0.019299999,1546041600,0.47133,704878976,3.719,0.032832503,3.5270567,0.31654,1609200000,1553904000,3.17,2019/4/15,114054382,1.291915,13718362112,2,2006/8/16,1月2日,0.083,1557878400,4.01,20.503836,1,0.0253,4930698,3.719000022,15220034560,21.55687,694080000,778343000
210,GS,-6.688,0.28641,,-0.18915802,25.89,365839008,215.584,5677917,0.0155,1546214400,0.75499,9281999872,24.022,0.032832503,0.90043783,0.01432,1609372800,1553990400,2.08,2019/4/15,322977108,1.296712,-2.31E+11,2,-,,-0.205,1557878400,1.42,7.4978757,1,0.015700001,5864998,24.02199946,71016669184,8.080926,10459000000,0
211,GWW,1.531,0.07135,10.536,-0.14248669,19.57,55443600,35.55,2628761,0.047399998,1546214400,0.79889,796000000,14.131,0.032832503,7.740647,0.17388001,1609372800,1553990400,5.1,2019/4/15,44646506,1.371282,17226866688,2,1998/6/15,1月2日,0.091,1557878400,1.48,14.061318,1,0.0681,3082565,14.13100071,15256969216,19.473497,782000000,1363000000
212,HAL,1.209,0.07344,6.963,-0.54805684,2.1,873977984,11.015,19935814,0.0228,1546214400,0.82389,1762000000,2.012,0.032832503,1.975488,0.00293,1609372800,1553990400,1.87,2019/4/15,871234193,1.590075,29015154688,2,2006/7/17,1月2日,2.304,1557878400,0.99,10.361905,1,0.0229,17594176,2.012000064,19017760768,10.815109,1656000000,2732000000
213,HAS,3.041,0.078260005,16.165,0.17129266,5.05,125854000,13.145,8577084,0.0682,1546128000,0.93593,359652992,2.827,0.032832503,8.044123,0.08217,1609286400,1553990400,5.67,2019/4/15,116732210,1.253655,13977394176,2,1999/3/16,2月3日,,1557878400,1.99,20.938612,1,0.0963,6694409,2.826999854,13307801600,37.40361,220434000,591357000
214,HBAN,5.934,0.32849,,-0.14781493,1.41,1046440000,9.775,20648342,0.0197,1546214400,0.80302,1348000000,1.24,0.032832503,1.3739132,0.00908,1609372800,1553990400,1.97,2019/4/15,1036080359,1.508066,25743796224,2,2000/7/12,1月1日,0.098,1557878400,1.25,9.524823,1,0.0223,22151072,1.239999904,14053689344,10.830646,1393000000,0
215,HBI,1.474,0.07993,9.337,-0.20731705,1.79,361471008,2.872,31652931,0.0876,1546041600,0.98651004,553156992,1.519,0.032832503,5.689415,0.01237,1609200000,1553904000,5.44,2019/4/15,357993659,1.331714,10198684672,2,2015/3/4,1月4日,0.001,1557878400,3.83,9.128492,1,0.0992,32668662,1.519000003,5906436096,10.757077,553084000,947423000
216,HCA,1.718,0.077080004,8.784,0.20640743,11.34,342307008,-12.693,5161162,0.015099999,1546214400,0.72690004,3681999872,10.438,0.032832503,,0.21214001,1609372800,1553990400,2.13,2019/4/15,267906887,1.24284,82052694016,2,-,,-0.092,1557878400,1.03,11.487655,1,0.0191,5281741,10.43799935,44592336896,12.480361,3787000000,6642000000
217,HCP,12.093,0.60008,21.863,0.31224144,0.57,477983008,12.213,27855561,0.0583,1546214400,0.96974,1079612032,2.282,0.032832503,2.574306,0.00216,1609372800,1553990400,9.85,2019/4/15,477036605,0.296036,21811564544,2,2016/11/1,1000/1098,0.528,1557878400,22.06,55.157898,1,0.0695,27261088,2.281999877,15235729408,13.777389,1061093000,486678000
218,HD,2.275,0.10243,13.734,-0.011721075,11.03,1100290048,-1.946,9301634,0.0084,1549152000,0.72234,11230000128,9.932,0.032832503,,0.00108,1612310400,1557014400,2.75,2019/4/15,1099075784,1.247529,2.49E+11,2,1999/12/31,2月3日,0.045,1557878400,2.03,17.955576,1,0.0084,9612037,9.932000026,2.18E+11,19.940596,11121000000,15777000000
219,HES,3.727,-0.02258,8.628,-0.08495146,1.82,303436000,30.702,12775625,0.0421,1546214400,0.92420995,-183000000,-0.621,0.032832503,1.8656765,0.11801,1609372800,1553990400,3.88,2019/4/15,252964507,2.21207,23768918016,2,2006/6/1,1月3日,,1557878400,-9.8,31.472527,1,0.0618,14365388,,17380812800,,-282000000,645000000
220,HFC,0.557,0.06194,4.664,-0.47443628,5.85,169542000,35.767,6400915,0.0375,1546214400,0.90326,1079795968,6.162,0.032832503,1.1245003,0.006,1609372800,1553990400,2.55,2019/4/15,168887833,1.359132,9734004736,2,2013/8/22,1月1日,-0.056,1557878400,-2.39,6.875214,1,0.0469,7363609,6.162000085,6818979328,6.5271015,1097960000,1630136000
221,HIG,1.079,0.09596,7.465,0.039916754,5.47,361499008,38.812,3158238,0.0087,1546214400,0.93521005,1676000000,5.011,0.032832503,1.4127074,0.00403,1609372800,1553990400,1.66,2019/4/15,359923005,0.502471,20686608384,2,1998/7/16,1月2日,0.055,1557878400,0.67,10.0237665,1,0.0098,3863829,5.01099989,19820990464,10.941928,1807000000,2074000000
222,HII,1.276,0.0952,9.183,-0.033700883,17.05,41552200,37.572,1199175,0.028900001,1546214400,0.86928004,798000000,18.58,0.032832503,5.7151604,0.02332,1609372800,1553990400,3.73,2019/4/15,40351804,1.175192,10695700480,2,2003/12/5,2月1日,-0.244,1557878400,1.57,12.594135,1,0.033800002,1425642,18.57999934,8922504192,11.557051,836000000,1008000000
223,HLT,9.493,0.20551,20.213,0.10144067,4.28,291063008,0.343,5970807,0.020499999,1546214400,1.03469,761000000,2.539,0.032832503,271.2245,0.015149999,1609372800,1553990400,2.46,2019/4/15,286792752,0.88564,35151204352,2,2017/1/4,3月1日,-0.019,1557878400,1.33,21.73598,1,0.0207,9968059,2.539000112,27077591040,36.640408,764000000,1441000000
